URL,Source Page,Timestamp,Page Number
https://www.foxtons.co.uk/properties-for-sale/e7/chpk3421097,https://www.foxtons.co.uk/flats-for-sale/london?page=54,2025-06-13 21:17:43,54
https://www.foxtons.co.uk/properties-for-sale/e7/chpk3421442,https://www.foxtons.co.uk/houses-for-sale/london?page=12,2025-06-13 21:09:46,12
https://www.foxtons.co.uk/properties-for-sale/e7/chpk3421504,https://www.foxtons.co.uk/houses-for-sale/london?page=5,2025-06-13 21:06:19,5
https://www.foxtons.co.uk/properties-for-sale/e7/chpk3423519,https://www.foxtons.co.uk/flats-for-sale/london?page=26,2025-06-13 21:12:18,26
https://www.foxtons.co.uk/properties-for-sale/e7/chpk3436049,https://www.foxtons.co.uk/houses-for-sale/london?page=9,2025-06-13 21:07:22,9
https://www.foxtons.co.uk/properties-for-sale/e7/chpk3442134,https://www.foxtons.co.uk/flats-for-sale/london?page=37,2025-06-13 21:13:20,37
https://www.foxtons.co.uk/properties-for-sale/e7/chpk3442287,https://www.foxtons.co.uk/houses-for-sale/london?page=12,2025-06-13 21:09:46,12
https://www.foxtons.co.uk/properties-for-sale/e7/chpk3445341,https://www.foxtons.co.uk/flats-for-sale/london?page=48,2025-06-13 21:14:37,48
https://www.foxtons.co.uk/properties-for-sale/e7/chpk3448783,https://www.foxtons.co.uk/houses-for-sale/london?page=11,2025-06-13 21:09:41,11
https://www.foxtons.co.uk/properties-for-sale/e7/chpk3449420,https://www.foxtons.co.uk/properties-for-sale/london?page=21,2025-06-13 21:20:15,21
https://www.foxtons.co.uk/properties-for-sale/e7/chpk3873088,https://www.foxtons.co.uk/properties-for-sale/london?page=9,2025-06-13 21:18:45,9
https://www.foxtons.co.uk/properties-for-sale/e7/stfd5267644,https://www.foxtons.co.uk/flats-for-sale/london?page=39,2025-06-13 21:13:32,39
https://www.foxtons.co.uk/properties-for-sale/e8/chpk0119993,https://www.foxtons.co.uk/flats-for-sale/london?page=38,2025-06-13 21:13:26,38
https://www.foxtons.co.uk/properties-for-sale/e8/chpk0205400,https://www.foxtons.co.uk/flats-for-sale/london?page=32,2025-06-13 21:12:51,32
https://www.foxtons.co.uk/properties-for-sale/e8/chpk1248862,https://www.foxtons.co.uk/flats-for-sale/london?page=16,2025-06-13 21:11:23,16
https://www.foxtons.co.uk/properties-for-sale/e8/chpk3157564,https://www.foxtons.co.uk/flats-for-sale/london?page=31,2025-06-13 21:12:46,31
https://www.foxtons.co.uk/properties-for-sale/e8/chpk3158585,https://www.foxtons.co.uk/flats-for-sale/london?page=43,2025-06-13 21:13:54,43
https://www.foxtons.co.uk/properties-for-sale/e8/chpk3162939,https://www.foxtons.co.uk/flats-for-sale/london?page=14,2025-06-13 21:11:12,14
https://www.foxtons.co.uk/properties-for-sale/e8/chpk3169768,https://www.foxtons.co.uk/properties-for-sale/london?page=8,2025-06-13 21:18:39,8
https://www.foxtons.co.uk/properties-for-sale/e8/chpk3173184,https://www.foxtons.co.uk/flats-for-sale/london?page=37,2025-06-13 21:13:20,37
https://www.foxtons.co.uk/properties-for-sale/e8/chpk3174482,https://www.foxtons.co.uk/flats-for-sale/london?page=25,2025-06-13 21:12:13,25
https://www.foxtons.co.uk/properties-for-sale/e8/chpk3462041,https://www.foxtons.co.uk/flats-for-sale/london?page=7,2025-06-13 21:10:34,7
https://www.foxtons.co.uk/properties-for-sale/e8/chpk3638698,https://www.foxtons.co.uk/flats-for-sale/london?page=41,2025-06-13 21:13:43,41
https://www.foxtons.co.uk/properties-for-sale/e8/chpk3706057,https://www.foxtons.co.uk/flats-for-sale/london?page=27,2025-06-13 21:12:24,27
https://www.foxtons.co.uk/properties-for-sale/e8/chpk3858215,https://www.foxtons.co.uk/flats-for-sale/london?page=5,2025-06-13 21:10:22,5
https://www.foxtons.co.uk/properties-for-sale/e8/chpk4935985,https://www.foxtons.co.uk/flats-for-sale/london?page=21,2025-06-13 21:11:50,21
https://www.foxtons.co.uk/properties-for-sale/e8/chpk5043006,https://www.foxtons.co.uk/flats-for-sale/london?page=10,2025-06-13 21:10:50,10
https://www.foxtons.co.uk/properties-for-sale/e8/chpk5230749,https://www.foxtons.co.uk/flats-for-sale/london?page=42,2025-06-13 21:13:48,42
https://www.foxtons.co.uk/properties-for-sale/e8/chpk5272883,https://www.foxtons.co.uk/flats-for-sale/london?page=15,2025-06-13 21:11:17,15
https://www.foxtons.co.uk/properties-for-sale/e8/isln0151865,https://www.foxtons.co.uk/flats-for-sale/london?page=12,2025-06-13 21:11:01,12
https://www.foxtons.co.uk/properties-for-sale/e8/isln0182631,https://www.foxtons.co.uk/flats-for-sale/london?page=6,2025-06-13 21:10:28,6
https://www.foxtons.co.uk/properties-for-sale/e9/chpk1227987,https://www.foxtons.co.uk/flats-for-sale/london?page=44,2025-06-13 21:13:59,44
https://www.foxtons.co.uk/properties-for-sale/e9/chpk1231725,https://www.foxtons.co.uk/flats-for-sale/london?page=32,2025-06-13 21:12:51,32
https://www.foxtons.co.uk/properties-for-sale/e9/chpk3139490,https://www.foxtons.co.uk/flats-for-sale/london?page=14,2025-06-13 21:11:12,14
https://www.foxtons.co.uk/properties-for-sale/e9/chpk3145825,https://www.foxtons.co.uk/flats-for-sale/london?page=33,2025-06-13 21:12:57,33
https://www.foxtons.co.uk/properties-for-sale/e9/chpk3146837,https://www.foxtons.co.uk/flats-for-sale/london?page=7,2025-06-13 21:10:34,7
https://www.foxtons.co.uk/properties-for-sale/e9/chpk3154046,https://www.foxtons.co.uk/flats-for-sale/london?page=46,2025-06-13 21:14:10,46
https://www.foxtons.co.uk/properties-for-sale/e9/chpk3156547,https://www.foxtons.co.uk/flats-for-sale/london?page=39,2025-06-13 21:13:32,39
https://www.foxtons.co.uk/properties-for-sale/e9/chpk3161291,https://www.foxtons.co.uk/flats-for-sale/london?page=6,2025-06-13 21:10:28,6
https://www.foxtons.co.uk/properties-for-sale/e9/chpk3164849,https://www.foxtons.co.uk/flats-for-sale/london?page=23,2025-06-13 21:12:01,23
https://www.foxtons.co.uk/properties-for-sale/e9/chpk3164899,https://www.foxtons.co.uk/houses-for-sale/london?page=9,2025-06-13 21:07:22,9
https://www.foxtons.co.uk/properties-for-sale/e9/chpk3164965,https://www.foxtons.co.uk/flats-for-sale/london?page=29,2025-06-13 21:12:35,29
https://www.foxtons.co.uk/properties-for-sale/e9/chpk4067014,https://www.foxtons.co.uk/flats-for-sale/london?page=34,2025-06-13 21:13:02,34
https://www.foxtons.co.uk/properties-for-sale/e9/chpk4308609,https://www.foxtons.co.uk/flats-for-sale/london?page=16,2025-06-13 21:11:23,16
https://www.foxtons.co.uk/properties-for-sale/e9/chpk4662367,https://www.foxtons.co.uk/flats-for-sale/london?page=36,2025-06-13 21:13:15,36
https://www.foxtons.co.uk/properties-for-sale/e9/chpk5040791,https://www.foxtons.co.uk/flats-for-sale/london?page=10,2025-06-13 21:10:50,10
https://www.foxtons.co.uk/properties-for-sale/ec1a/chpk1233014,https://www.foxtons.co.uk/flats-for-sale/london?page=9,2025-06-13 21:10:45,9
https://www.foxtons.co.uk/properties-for-sale/ec1a/chpk3653632,https://www.foxtons.co.uk/flats-for-sale/london?page=17,2025-06-13 21:11:29,17
https://www.foxtons.co.uk/properties-for-sale/ec1a/chpk3836891,https://www.foxtons.co.uk/flats-for-sale/london?page=20,2025-06-13 21:11:45,20
https://www.foxtons.co.uk/properties-for-sale/ec1a/chpk4637220,https://www.foxtons.co.uk/flats-for-sale/london?page=10,2025-06-13 21:10:50,10
https://www.foxtons.co.uk/properties-for-sale/ec1a/chpk4932620,https://www.foxtons.co.uk/properties-for-sale/clerkenwell?page=1,2025-06-13 22:54:24,1
https://www.foxtons.co.uk/properties-for-sale/ec1m/chpk1203098,https://www.foxtons.co.uk/flats-for-sale/london?page=29,2025-06-13 21:12:35,29
https://www.foxtons.co.uk/properties-for-sale/ec1m/chpk4620897,https://www.foxtons.co.uk/properties-for-sale/clerkenwell?page=1,2025-06-13 22:54:24,1
https://www.foxtons.co.uk/properties-for-sale/ec1m/chpk5060780,https://www.foxtons.co.uk/flats-for-sale/london?page=22,2025-06-13 21:11:56,22
https://www.foxtons.co.uk/properties-for-sale/ec1n/chpk1241486,https://www.foxtons.co.uk/flats-for-sale/london?page=13,2025-06-13 21:11:07,13
https://www.foxtons.co.uk/properties-for-sale/ec1n/chpk2159184,https://www.foxtons.co.uk/flats-for-sale/london?page=23,2025-06-13 21:12:01,23
https://www.foxtons.co.uk/properties-for-sale/ec1n/chpk3659800,https://www.foxtons.co.uk/flats-for-sale/london?page=19,2025-06-13 21:11:39,19
https://www.foxtons.co.uk/properties-for-sale/ec1n/chpk4894150,https://www.foxtons.co.uk/flats-for-sale/london?page=3,2025-06-13 21:10:10,3
https://www.foxtons.co.uk/properties-for-sale/ec1n/chpk4942270,https://www.foxtons.co.uk/flats-for-sale/london?page=6,2025-06-13 21:10:28,6
https://www.foxtons.co.uk/properties-for-sale/ec1n/chpk5266929,https://www.foxtons.co.uk/flats-for-sale/london?page=3,2025-06-13 21:10:10,3
https://www.foxtons.co.uk/properties-for-sale/ec1r/chpk0034459,https://www.foxtons.co.uk/properties-for-sale/clerkenwell?page=1,2025-06-13 22:54:24,1
https://www.foxtons.co.uk/properties-for-sale/ec1r/chpk1302610,https://www.foxtons.co.uk/flats-for-sale/london?page=23,2025-06-13 21:12:01,23
https://www.foxtons.co.uk/properties-for-sale/ec1r/chpk1796119,https://www.foxtons.co.uk/flats-for-sale/london?page=16,2025-06-13 21:11:23,16
https://www.foxtons.co.uk/properties-for-sale/ec1r/chpk2173680,https://www.foxtons.co.uk/flats-for-sale/london?page=15,2025-06-13 21:11:17,15
https://www.foxtons.co.uk/properties-for-sale/ec1r/chpk3404807,https://www.foxtons.co.uk/flats-for-sale/london?page=26,2025-06-13 21:12:18,26
https://www.foxtons.co.uk/properties-for-sale/ec1r/chpk4944165,https://www.foxtons.co.uk/flats-for-sale/london?page=3,2025-06-13 21:10:10,3
https://www.foxtons.co.uk/properties-for-sale/ec1r/isln0212191,https://www.foxtons.co.uk/flats-for-sale/london?page=7,2025-06-13 21:10:34,7
https://www.foxtons.co.uk/properties-for-sale/ec1v/chpk0207168,https://www.foxtons.co.uk/flats-for-sale/london?page=27,2025-06-13 21:12:24,27
https://www.foxtons.co.uk/properties-for-sale/ec1v/chpk0348756,https://www.foxtons.co.uk/flats-for-sale/london?page=12,2025-06-13 21:11:01,12
https://www.foxtons.co.uk/properties-for-sale/ec1v/chpk0362563,https://www.foxtons.co.uk/flats-for-sale/london?page=14,2025-06-13 21:11:12,14
https://www.foxtons.co.uk/properties-for-sale/ec1v/chpk1173329,https://www.foxtons.co.uk/flats-for-sale/london?page=18,2025-06-13 21:11:34,18
https://www.foxtons.co.uk/properties-for-sale/ec1v/chpk1201420,https://www.foxtons.co.uk/flats-for-sale/london?page=23,2025-06-13 21:12:01,23
https://www.foxtons.co.uk/properties-for-sale/ec1v/chpk1223566,https://www.foxtons.co.uk/flats-for-sale/london?page=40,2025-06-13 21:13:37,40
https://www.foxtons.co.uk/properties-for-sale/ec1v/chpk1327786,https://www.foxtons.co.uk/flats-for-sale/london?page=40,2025-06-13 21:13:37,40
https://www.foxtons.co.uk/properties-for-sale/ec1v/chpk2161621,https://www.foxtons.co.uk/flats-for-sale/london?page=10,2025-06-13 21:10:50,10
https://www.foxtons.co.uk/properties-for-sale/ec1v/chpk2164469,https://www.foxtons.co.uk/flats-for-sale/london?page=13,2025-06-13 21:11:07,13
https://www.foxtons.co.uk/properties-for-sale/ec1v/chpk2164561,https://www.foxtons.co.uk/flats-for-sale/london?page=9,2025-06-13 21:10:45,9
https://www.foxtons.co.uk/properties-for-sale/ec1v/chpk2164889,https://www.foxtons.co.uk/flats-for-sale/london?page=4,2025-06-13 21:10:16,4
https://www.foxtons.co.uk/properties-for-sale/ec1v/chpk2167198,https://www.foxtons.co.uk/flats-for-sale/london?page=4,2025-06-13 21:10:16,4
https://www.foxtons.co.uk/properties-for-sale/ec1v/chpk3388518,https://www.foxtons.co.uk/flats-for-sale/london?page=19,2025-06-13 21:11:39,19
https://www.foxtons.co.uk/properties-for-sale/ec1v/chpk3664687,https://www.foxtons.co.uk/flats-for-sale/london?page=17,2025-06-13 21:11:29,17
https://www.foxtons.co.uk/properties-for-sale/ec1v/chpk3678018,https://www.foxtons.co.uk/flats-for-sale/london?page=54,2025-06-13 21:17:43,54
https://www.foxtons.co.uk/properties-for-sale/ec1v/chpk4089573,https://www.foxtons.co.uk/flats-for-sale/london?page=22,2025-06-13 21:11:56,22
https://www.foxtons.co.uk/properties-for-sale/ec1v/chpk4092520,https://www.foxtons.co.uk/flats-for-sale/london?page=21,2025-06-13 21:11:50,21
https://www.foxtons.co.uk/properties-for-sale/ec1v/chpk4130606,https://www.foxtons.co.uk/flats-for-sale/london?page=10,2025-06-13 21:10:50,10
https://www.foxtons.co.uk/properties-for-sale/ec1v/chpk4131285,https://www.foxtons.co.uk/flats-for-sale/london?page=34,2025-06-13 21:13:02,34
https://www.foxtons.co.uk/properties-for-sale/ec1v/chpk4334853,https://www.foxtons.co.uk/flats-for-sale/london?page=6,2025-06-13 21:10:28,6
https://www.foxtons.co.uk/properties-for-sale/ec1v/chpk4335052,https://www.foxtons.co.uk/flats-for-sale/london?page=11,2025-06-13 21:10:56,11
https://www.foxtons.co.uk/properties-for-sale/ec1v/chpk4365164,https://www.foxtons.co.uk/flats-for-sale/london?page=16,2025-06-13 21:11:23,16
https://www.foxtons.co.uk/properties-for-sale/ec1v/chpk4365219,https://www.foxtons.co.uk/flats-for-sale/london?page=36,2025-06-13 21:13:15,36
https://www.foxtons.co.uk/properties-for-sale/ec1v/chpk4653849,https://www.foxtons.co.uk/flats-for-sale/london?page=4,2025-06-13 21:10:16,4
https://www.foxtons.co.uk/properties-for-sale/ec1v/chpk4659126,https://www.foxtons.co.uk/flats-for-sale/london?page=4,2025-06-13 21:10:16,4
https://www.foxtons.co.uk/properties-for-sale/ec1v/isln0220200,https://www.foxtons.co.uk/flats-for-sale/london?page=41,2025-06-13 21:13:43,41
https://www.foxtons.co.uk/properties-for-sale/ec1v/isln0262734,https://www.foxtons.co.uk/flats-for-sale/london?page=15,2025-06-13 21:11:17,15
https://www.foxtons.co.uk/properties-for-sale/ec1v/isln0296029,https://www.foxtons.co.uk/flats-for-sale/london?page=33,2025-06-13 21:12:57,33
https://www.foxtons.co.uk/properties-for-sale/ec1v/nwca5268627,https://www.foxtons.co.uk/flats-for-sale/london?page=25,2025-06-13 21:12:13,25
https://www.foxtons.co.uk/properties-for-sale/ec1v/nwca5268743,https://www.foxtons.co.uk/flats-for-sale/london?page=12,2025-06-13 21:11:01,12
https://www.foxtons.co.uk/properties-for-sale/ec1y/chpk0163115,https://www.foxtons.co.uk/flats-for-sale/london?page=29,2025-06-13 21:12:35,29
https://www.foxtons.co.uk/properties-for-sale/ec1y/chpk1202795,https://www.foxtons.co.uk/flats-for-sale/london?page=14,2025-06-13 21:11:12,14
https://www.foxtons.co.uk/properties-for-sale/ec1y/chpk3644521,https://www.foxtons.co.uk/flats-for-sale/london?page=28,2025-06-13 21:12:29,28
https://www.foxtons.co.uk/properties-for-sale/ec1y/chpk5264517,https://www.foxtons.co.uk/flats-for-sale/london?page=4,2025-06-13 21:10:16,4
https://www.foxtons.co.uk/properties-for-sale/ec2a/chpk0324391,https://www.foxtons.co.uk/flats-for-sale/london?page=5,2025-06-13 21:10:22,5
https://www.foxtons.co.uk/properties-for-sale/ec2a/chpk1317101,https://www.foxtons.co.uk/flats-for-sale/london?page=5,2025-06-13 21:10:22,5
https://www.foxtons.co.uk/properties-for-sale/ec2a/chpk4663336,https://www.foxtons.co.uk/flats-for-sale/london?page=5,2025-06-13 21:10:22,5
https://www.foxtons.co.uk/properties-for-sale/ec2a/ptny6199475,https://www.foxtons.co.uk/properties-for-sale/london?page=1,2025-06-13 21:17:57,1
https://www.foxtons.co.uk/properties-for-sale/ec2m/chpk1268751,https://www.foxtons.co.uk/flats-for-sale/london?page=29,2025-06-13 21:12:35,29
https://www.foxtons.co.uk/properties-for-sale/ec2m/chpk1318901,https://www.foxtons.co.uk/flats-for-sale/london?page=37,2025-06-13 21:13:20,37
https://www.foxtons.co.uk/properties-for-sale/ec2y/chpk2152593,https://www.foxtons.co.uk/flats-for-sale/london?page=17,2025-06-13 21:11:29,17
https://www.foxtons.co.uk/properties-for-sale/ec2y/chpk4091827,https://www.foxtons.co.uk/flats-for-sale/london?page=8,2025-06-13 21:10:39,8
https://www.foxtons.co.uk/properties-for-sale/ec3n/nwca5243999,https://www.foxtons.co.uk/flats-for-sale/london?page=1,2025-06-13 21:09:59,1
https://www.foxtons.co.uk/properties-for-sale/ec3r/chpk1246111,https://www.foxtons.co.uk/flats-for-sale/london?page=12,2025-06-13 21:11:01,12
https://www.foxtons.co.uk/properties-for-sale/ec3r/chpk4637592,https://www.foxtons.co.uk/flats-for-sale/london?page=7,2025-06-13 21:10:34,7
https://www.foxtons.co.uk/properties-for-sale/ec4a/chpk0328153,https://www.foxtons.co.uk/flats-for-sale/london?page=44,2025-06-13 21:13:59,44
https://www.foxtons.co.uk/properties-for-sale/ec4a/chpk1191081,https://www.foxtons.co.uk/flats-for-sale/london?page=44,2025-06-13 21:13:59,44
https://www.foxtons.co.uk/properties-for-sale/ec4a/chpk3640138,https://www.foxtons.co.uk/flats-for-sale/london?page=7,2025-06-13 21:10:34,7
https://www.foxtons.co.uk/properties-for-sale/ec4v/chpk2168396,https://www.foxtons.co.uk/flats-for-sale/london?page=25,2025-06-13 21:12:13,25
https://www.foxtons.co.uk/properties-for-sale/ec4y/chpk1280455,https://www.foxtons.co.uk/flats-for-sale/london?page=17,2025-06-13 21:11:29,17
https://www.foxtons.co.uk/properties-for-sale/ec4y/isln0100384,https://www.foxtons.co.uk/flats-for-sale/london?page=5,2025-06-13 21:10:22,5
https://www.foxtons.co.uk/properties-for-sale/ec4y/myfr0064286,https://www.foxtons.co.uk/flats-for-sale/london?page=12,2025-06-13 21:11:01,12
https://www.foxtons.co.uk/properties-for-sale/en4/chpk1382143,https://www.foxtons.co.uk/houses-for-sale/london?page=9,2025-06-13 21:07:22,9
https://www.foxtons.co.uk/properties-for-sale/en4/chpk2010045,https://www.foxtons.co.uk/houses-for-sale/london?page=5,2025-06-13 21:06:19,5
https://www.foxtons.co.uk/properties-for-sale/en4/chpk3765198,https://www.foxtons.co.uk/flats-for-sale/london?page=34,2025-06-13 21:13:02,34
https://www.foxtons.co.uk/properties-for-sale/en4/chpk3765846,https://www.foxtons.co.uk/properties-for-sale/london?page=22,2025-06-13 21:20:21,22
https://www.foxtons.co.uk/properties-for-sale/en4/chpk5013019,https://www.foxtons.co.uk/flats-for-sale/london?page=48,2025-06-13 21:14:37,48
https://www.foxtons.co.uk/properties-for-sale/en4/chpk5013687,https://www.foxtons.co.uk/houses-for-sale/london?page=2,2025-06-13 21:05:20,2
https://www.foxtons.co.uk/properties-for-sale/en4/nwca4654919,https://www.foxtons.co.uk/flats-for-sale/london?page=3,2025-06-13 21:10:10,3
https://www.foxtons.co.uk/properties-for-sale/en4/nwca4654920,https://www.foxtons.co.uk/houses-for-sale/london?page=3,2025-06-13 21:05:38,3
https://www.foxtons.co.uk/properties-for-sale/en4/nwca4654921,https://www.foxtons.co.uk/houses-for-sale/london?page=1,2025-06-13 21:05:14,1
https://www.foxtons.co.uk/properties-for-sale/en4/nwca4654922,https://www.foxtons.co.uk/houses-for-sale/london?page=2,2025-06-13 21:05:20,2
https://www.foxtons.co.uk/properties-for-sale/en4/nwca6205055,https://www.foxtons.co.uk/houses-for-sale/london?page=7,2025-06-13 21:06:42,7
https://www.foxtons.co.uk/properties-for-sale/en5/chpk1622722,https://www.foxtons.co.uk/houses-for-sale/london?page=7,2025-06-13 21:06:42,7
https://www.foxtons.co.uk/properties-for-sale/en5/chpk1929433,https://www.foxtons.co.uk/houses-for-sale/london?page=11,2025-06-13 21:09:41,11
https://www.foxtons.co.uk/properties-for-sale/en5/chpk3769674,https://www.foxtons.co.uk/flats-for-sale/london?page=40,2025-06-13 21:13:37,40
https://www.foxtons.co.uk/properties-for-sale/en5/chpk3769764,https://www.foxtons.co.uk/houses-for-sale/london?page=6,2025-06-13 21:06:25,6
https://www.foxtons.co.uk/properties-for-sale/en5/chpk3773861,https://www.foxtons.co.uk/houses-for-sale/london?page=1,2025-06-13 21:05:14,1
https://www.foxtons.co.uk/properties-for-sale/en5/chpk3775530,https://www.foxtons.co.uk/flats-for-sale/london?page=54,2025-06-13 21:17:43,54
https://www.foxtons.co.uk/properties-for-sale/en5/chpk3775746,https://www.foxtons.co.uk/flats-for-sale/london?page=52,2025-06-13 21:17:29,52
https://www.foxtons.co.uk/properties-for-sale/en5/chpk3775931,https://www.foxtons.co.uk/flats-for-sale/london?page=43,2025-06-13 21:13:54,43
https://www.foxtons.co.uk/properties-for-sale/en5/chpk4428480,https://www.foxtons.co.uk/flats-for-sale/london?page=40,2025-06-13 21:13:37,40
https://www.foxtons.co.uk/properties-for-sale/en6/chpk5269838,https://www.foxtons.co.uk/flats-for-sale/london?page=42,2025-06-13 21:13:48,42
https://www.foxtons.co.uk/properties-for-sale/gu1/chpk0092838,https://www.foxtons.co.uk/properties-for-sale/guildford?page=1,2025-06-13 23:15:28,1
https://www.foxtons.co.uk/properties-for-sale/gu1/chpk0150923,https://www.foxtons.co.uk/properties-for-sale/guildford?page=1,2025-06-13 23:15:28,1
https://www.foxtons.co.uk/properties-for-sale/gu1/chpk0189576,https://www.foxtons.co.uk/properties-for-sale/guildford?page=1,2025-06-13 23:15:28,1
